SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2011233N15301,2011,54,,,IRENE,2011-08-21 00:00:00,TS,15.0,-59.0,45,1006,hurdat_atl,main,528,528,O______________,hurdat_atl,AL092011,15.0,-59.0, ,TS,45,1006,0,105,0,0,45, , , , , , , , ,1010,175,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,480, , , ,19,305
2011233N15301,2011,54,,,IRENE,2011-08-21 03:00:00,TS,15.5,-59.8, , , ,main,552,552,P______________, ,AL092011,15.5,-59.8, ,TS,45,1006,0,118,0,0,63, , , , , , , , ,1010,175,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,305
2011233N15301,2011,54,,CS,IRENE,2011-08-21 06:00:00,TS,16.0,-60.6,45,1006,hurdat_atl,main,585,489,O______________,hurdat_atl,AL092011,16.0,-60.6, ,TS,45,1006,0,130,0,0,80, , , , , , , , ,1010,175,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , , , , , , ,18,300
2011233N15301,2011,54,,CS,IRENE,2011-08-21 09:00:00,TS,16.4,-61.4, , , ,main,489,393,P______________, ,AL092011,16.4,-61.4, ,TS,45,1006,0,130,0,0,75, , , , , , , , ,1010,175,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,300
2011233N15301,2011,54,,CS,IRENE,2011-08-21 12:00:00,TS,16.8,-62.2,45,1005,hurdat_atl,main,393,307,O______________,hurdat_atl,AL092011,16.8,-62.2, ,TS,45,1005,0,130,0,0,70, , , , , , , , ,1010,175,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,360, , ,45,17,295
2011233N15301,2011,54,,CS,IRENE,2011-08-21 15:00:00,TS,17.2,-63.0, , , ,main,297,215,P______________, ,AL092011,17.2,-63.0, ,TS,48,1002,0,130,10,0,70, , , , , , , , ,1010,175,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,360, , ,45,16,295
2011233N15301,2011,54,,CS,IRENE,2011-08-21 18:00:00,TS,17.5,-63.7,50,999,hurdat_atl,main,215,168,O______________,hurdat_atl,AL092011,17.5,-63.7, ,TS,50,999,0,130,20,0,70,30,0,0,0, , , , ,1010,175,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,360, , ,45,12,295
2011233N15301,2011,54,,CS,IRENE,2011-08-21 21:00:00,TS,17.7,-64.1, , , ,main,168,114,P______________, ,AL092011,17.7,-64.1, ,TS,56,995,0,130,25,15,80,30,0,0,15, , , , ,1010,150,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,360, , ,83,11,290
2011233N15301,2011,54,,CS,IRENE,2011-08-21 23:00:00,TS,17.8,-64.6,60,993,hurdat_atl,main,114,81,V______________,hurdat_atl,AL092011,17.8,-64.6,L,TS,60,993,0,130,28,25,87,30,0,0,25, , , , ,1010,133,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,360, , ,108,18,285
2011233N15301,2011,54,,CS,IRENE,2011-08-22 00:00:00,TS,17.9,-65.0,60,993,hurdat_atl,main,71,33,O______________,hurdat_atl,AL092011,17.9,-65.0, ,TS,60,993,0,130,30,30,90,30,0,0,30, , , , ,1010,125,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60, , , , ,12,360,60,15,120,14,280
2011233N15301,2011,54,,CS,IRENE,2011-08-22 03:00:00,TS,17.9,-65.6, , , ,main,23,0,P______________, ,AL092011,17.9,-65.6, ,TS,60,991,0,130,45,45,90,35,13,10,33, , , , ,1010,138,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,360,60,15,120,9,285
2011233N15301,2011,54,,CS,IRENE,2011-08-22 05:25:00,TS,18.1,-65.8,60,990,hurdat_atl,main,0,0,V______________,hurdat_atl,AL092011,18.1,-65.8,L,TS,60,990,0,130,57,57,90,39,23,18,35, , , , ,1010,148,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,360,60,15,120,8,310
2011233N15301,2011,54,,,IRENE,2011-08-22 06:00:00,TS,18.2,-65.9,65,990,hurdat_atl,main,0,0,O______________,hurdat_atl,AL092011,18.2,-65.9, ,HU,65,990,1,130,60,60,90,40,25,20,35,25,0,0,0,1010,150,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , ,12,360,60,15,120,13,310
2011233N15301,2011,54,,,IRENE,2011-08-22 09:00:00,TS,18.6,-66.4, , , ,main,22,22,P______________, ,AL092011,18.6,-66.4, ,HU,68,990,1,145,60,60,90,40,25,20,35,25,0,0,0,1010,175,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,60, ,120,13,305
2011233N15301,2011,54,,,IRENE,2011-08-22 12:00:00,TS,18.9,-67.0,70,989,hurdat_atl,main,55,55,O______________,hurdat_atl,AL092011,18.9,-67.0, ,HU,70,989,1,160,60,60,90,40,25,20,35,25,0,0,0,1010,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,180,60, ,120,11,295
2011233N15301,2011,54,,,IRENE,2011-08-22 15:00:00,TS,19.1,-67.5, , , ,main,81,81,P______________, ,AL092011,19.1,-67.5, ,HU,73,989,1,160,60,50,90,40,28,20,35,25,0,0,0,1010,225,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,60, ,120,10,295
2011233N15301,2011,54,,,IRENE,2011-08-22 18:00:00,TS,19.3,-68.0,75,988,hurdat_atl,main,84,74,O______________,hurdat_atl,AL092011,19.3,-68.0, ,HU,75,988,1,160,60,40,90,40,30,20,35,25,0,0,0,1010,250,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,180,60, ,120,9,295
2011233N15301,2011,54,,,IRENE,2011-08-22 21:00:00,TS,19.5,-68.4, , , ,main,79,68,P______________, ,AL092011,19.5,-68.4, ,HU,78,985,1,160,65,45,95,55,30,25,53,25,0,0,18,1010,275,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,60, ,120,9,300
2011233N15301,2011,54,,,IRENE,2011-08-23 00:00:00,TS,19.7,-68.8,80,981,hurdat_atl,main,68,59,O______________,hurdat_atl,AL092011,19.7,-68.8, ,HU,80,981,1,160,70,50,100,70,30,30,70,25,0,0,35,1010,300,15,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,105, , , , ,12,180,60, ,120,9,295
2011233N15301,2011,54,,,IRENE,2011-08-23 03:00:00,TS,19.9,-69.2, , , ,main,67,61,P______________, ,AL092011,19.9,-69.2, ,HU,80,980,1,170,95,70,115,80,45,35,70,35,15,10,35,1010,300,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,90, ,135,9,295
2011233N15301,2011,54,,,IRENE,2011-08-23 06:00:00,TS,20.1,-69.7,80,978,hurdat_atl,main,64,59,O______________,hurdat_atl,AL092011,20.1,-69.7, ,HU,80,978,1,180,120,90,130,90,60,40,70,45,30,20,35,1010,300,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,105, , , , ,12,180,120,35,150,9,290
2011233N15301,2011,54,,,IRENE,2011-08-23 09:00:00,TS,20.3,-70.2, , , ,main,69,59,P______________, ,AL092011,20.3,-70.2, ,HU,80,978,1,180,120,90,130,90,60,40,70,43,30,20,35,1009,300,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,120,35,150,9,290
2011233N15301,2011,54,,,IRENE,2011-08-23 12:00:00,TS,20.4,-70.6,80,978,hurdat_atl,main,67,67,O______________,hurdat_atl,AL092011,20.4,-70.6, ,HU,80,978,1,180,120,90,130,90,60,40,70,40,30,20,35,1008,300,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,105, , , , ,12,180,120,35,150,8,295
2011233N15301,2011,54,,,IRENE,2011-08-23 15:00:00,TS,20.5,-70.9, , , ,main,78,78,P______________, ,AL092011,20.5,-70.9, ,HU,80,978,1,180,120,90,130,83,60,40,70,38,30,20,35,1007,300,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,300
2011233N15301,2011,54,,,IRENE,2011-08-23 18:00:00,TS,20.7,-71.2,80,977,hurdat_atl,main,100,100,O______________,hurdat_atl,AL092011,20.7,-71.2, ,HU,80,977,1,180,120,90,130,75,60,40,70,35,30,20,35,1006,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , , , ,7,295
2011233N15301,2011,54,,,IRENE,2011-08-23 21:00:00,TS,20.9,-71.6, , , ,main,123,116,P______________, ,AL092011,20.9,-71.6, ,HU,80,973,1,180,135,90,140,73,65,40,70,35,30,23,35,1006,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,295
2011233N15301,2011,54,,,IRENE,2011-08-24 00:00:00,TS,21.0,-71.9,80,969,hurdat_atl,main,116,83,O______________,hurdat_atl,AL092011,21.0,-71.9, ,HU,80,969,1,180,150,90,150,70,70,40,70,35,30,25,35,1006,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , , , ,7,295
2011233N15301,2011,54,,,IRENE,2011-08-24 03:00:00,TS,21.1,-72.2, , , ,main,83,52,P______________, ,AL092011,21.1,-72.2, ,HU,88,967,2,180,150,90,150,70,70,40,70,35,30,25,35,1007,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,300
2011233N15301,2011,54,,,IRENE,2011-08-24 06:00:00,TS,21.3,-72.5,95,965,hurdat_atl,main,52,38,O______________,hurdat_atl,AL092011,21.3,-72.5, ,HU,95,965,2,180,150,90,150,70,70,40,70,35,30,25,35,1008,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,150,90,210,8,305
2011233N15301,2011,54,,,IRENE,2011-08-24 09:00:00,TS,21.6,-72.9, , , ,main,45,44,P______________, ,AL092011,21.6,-72.9, ,HU,100,961,3,180,150,90,150,80,65,43,75,40,35,25,38,1008,288,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,135,90,210,10,310
2011233N15301,2011,54,,,IRENE,2011-08-24 12:00:00,TS,21.9,-73.3,105,957,hurdat_atl,main,78,78,O______________,hurdat_atl,AL092011,21.9,-73.3, ,HU,105,957,3,180,150,90,150,90,60,45,80,45,40,25,40,1008,275,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,240,120,90,210,11,310
2011233N15301,2011,54,,,IRENE,2011-08-24 15:00:00,TS,22.3,-73.8, , , ,main,134,134,P______________, ,AL092011,22.3,-73.8, ,HU,101,956,3,190,165,95,150,95,65,48,80,48,43,25,40,1008,288,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300,180,105,255,12,310
2011233N15301,2011,54,,,IRENE,2011-08-24 16:00:00,TS,22.4,-74.0,100,955,hurdat_atl,main,148,148,V______________,hurdat_atl,AL092011,22.4,-74.0,L,HU,100,955,3,193,170,97,150,97,67,48,80,48,43,25,40,1008,292,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,320,200,110,270,12,315
2011233N15301,2011,54,,,IRENE,2011-08-24 18:00:00,TS,22.7,-74.3,100,954,hurdat_atl,main,189,189,O______________,hurdat_atl,AL092011,22.7,-74.3, ,HU,100,954,3,200,180,100,150,100,70,50,80,50,45,25,40,1008,300,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,360,240,120,300,12,320
2011233N15301,2011,54,,,IRENE,2011-08-24 21:00:00,TS,23.1,-74.7, , , ,main,246,246,P______________, ,AL092011,23.1,-74.7, ,HU,98,953,3,210,180,100,150,100,80,50,80,55,53,25,45,1008,300,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,340,255,105,300,11,315
2011233N15301,2011,54,,,IRENE,2011-08-25 00:00:00,TS,23.5,-75.1,95,952,hurdat_atl,main,280,240,O______________,hurdat_atl,AL092011,23.5,-75.1,L,HU,95,952,2,220,180,100,150,100,90,50,80,60,60,25,50,1008,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,320,270,90,300,10,310
2011233N15301,2011,54,,,IRENE,2011-08-25 03:00:00,TS,23.8,-75.5, , , ,main,236,187,P______________, ,AL092011,23.8,-75.5, ,HU,95,951,2,220,180,100,150,100,85,50,75,60,60,25,50,1008,288,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,295,255,90,270,9,310
2011233N15301,2011,54,,,IRENE,2011-08-25 06:00:00,TS,24.1,-75.9,95,950,hurdat_atl,main,187,152,O______________,hurdat_atl,AL092011,24.1,-75.9, ,HU,95,950,2,220,180,100,150,100,80,50,70,60,60,25,50,1008,275,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,270,240,90,240,11,325
2011233N15301,2011,54,,,IRENE,2011-08-25 09:00:00,TS,24.7,-76.2,90,950,hurdat_atl,main,153,138,V______________,hurdat_atl,AL092011,24.7,-76.2,L,HU,90,950,2,235,190,100,155,100,90,50,70,60,60,25,50,1008,288,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,335
2011233N15301,2011,54,,,IRENE,2011-08-25 12:00:00,TS,25.4,-76.6,90,950,hurdat_atl,main,142,135,O______________,hurdat_atl,AL092011,25.4,-76.6, ,HU,90,950,2,250,200,100,160,100,100,50,70,60,60,25,50,1008,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , , , , , , ,15,330
2011233N15301,2011,54,,,IRENE,2011-08-25 15:00:00,TS,26.0,-77.0, , , ,main,141,141,P______________, ,AL092011,26.0,-77.0, ,HU,90,950,2,250,200,113,160,105,100,50,73,65,60,25,50,1008,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,335
2011233N15301,2011,54,,,IRENE,2011-08-25 18:00:00,TS,26.5,-77.2,90,950,hurdat_atl,main,175,175,O______________,hurdat_atl,AL092011,26.5,-77.2,L,HU,90,950,2,250,200,125,160,110,100,50,75,70,60,25,50,1008,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,300,270,90,250,12,345
2011233N15301,2011,54,,,IRENE,2011-08-25 21:00:00,TS,27.1,-77.3, , , ,main,234,234,P______________, ,AL092011,27.1,-77.3, ,HU,90,948,2,250,200,125,160,110,100,50,75,70,60,25,50,1008,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,315,285,90,260,12,355
2011233N15301,2011,54,,,IRENE,2011-08-26 00:00:00,TS,27.7,-77.3,90,946,hurdat_atl,main,284,284,O______________,hurdat_atl,AL092011,27.7,-77.3, ,HU,90,946,2,250,200,125,160,110,100,50,75,70,60,25,50,1008,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,330,300,90,270,12,360
2011233N15301,2011,54,,,IRENE,2011-08-26 03:00:00,TS,28.2,-77.3, , , ,main,306,306,P______________, ,AL092011,28.2,-77.3, ,HU,90,944,2,250,200,128,168,118,103,63,75,75,70,38,50,1009,313,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330,300,105,270,11,0
2011233N15301,2011,54,,,IRENE,2011-08-26 06:00:00,TS,28.8,-77.3,90,942,hurdat_atl,main,313,313,O______________,hurdat_atl,AL092011,28.8,-77.3, ,HU,90,942,2,250,200,130,175,125,105,75,75,80,80,50,50,1010,325,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,330,300,120,270,12,360
